text,sentiment
I am a Christian but I cannot find any meaning in life . It seems that I am deceiving myself but I cannot find the way out.,sadness
The day I finished my military service.,joy
 Three days . ,neutral
"Robert Stephenson , when John met him after the week 's delay , was amused at the story of the Triumph of Rhyll . ",joy
 I'm sorry . We're still going . I got reservations for all of us on the 31st . It will be OK . Trust me . ,sadness
 I know . Three dollars for milk . ,neutral
 Why not ? ,neutral
" Yes , Deborah and I are going to buy a new home in Woodlawn . ",joy
A friend of mine promised to come with me to the cinema but he didn't come.,anger
When I was a child I was afraid of big dogs. One day when I came home a big dog was laying in front of our door. I was so frightened that I did not dare to enter the door and I waited until somebody passed by.,fear
"Modigliani was plagued and anxious because of the difficulty of finding models , and when one had been found he waited in a state of tension for fear of being let down . ",fear
 Honey ... ,neutral
 I'm positive . ,neutral
I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.,joy
"@DrAttai Don't know many who can take a cancer diagnosis lightly, too much #uncertainty #anxiety #bcsm",fear
I had stolen a bottle of rum from a person who knows me well. He threatened to call the police if I did not pay 500 Shillings.,anger
When my mother was seriously ill and had to be admitted to the hospital.,fear
 A teacher . ,neutral
 Fine ! I want a divorce ! ,anger
Walking home in the dark from college.,fear
 So do I . ,neutral
"While drinking a soft drink, I had the impression of swallowing   a piece of glass so I went to the district hospital and got admitted there.",fear
But it was not a happy smile . ,joy
"In 1982, I was annoyed at an uncle who was drunk and was beating up his old father.  He claimed that the father was responsible for his guardian's failure.",anger
 I'm sorry.My car's taken . ,sadness
" Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year . ",neutral
 It sure is ,neutral
Harry released her and once again his expression was downcast . ,sadness
"How about seconds , Victor ? ",joy
 I guess so . ,neutral
"As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handover . ",sadness
 part-timer ? Is that a new buzzword ? ,neutral
When do you usually go to the movies ? ,neutral
 I got the message . I'm quiting . ,anger
Arriving home from work after a long and tiring day to find no dinner prepared as I had expected.,anger
When our school was raided by the pupils of the boys secondary school who beat us up.,fear
 Yes ? ,neutral
Insulted for no reason.,anger
When a friend wouldn't speak to me and wouldn't tell me why.,anger
 They didn ’ t let me go until the next morning . ,anger
 I got it . ,neutral
A boy phoned me at night and wanted to talk to me for 30 minutes outside.  I thought that he would reveal what he felt and would question me on our relationship.  I treated him as a friend and did not want any misunderstandings.  Therefore I refused to meet him and told him that I would see him the coming day.  I was very unhappy as I feared having hurt him and got him into trouble.,fear
"At Portsmouth , Lily Lee creatively amplifies a passage from Machiavelli 's The Prince , inscribing a chilling statement in a bold agitated hand . ",fear
I saw in a movie a block on which affluence and poverty existed. I saw that the rich made no attempts to help the poor.,anger
"My brother came to tell me about some problems we had in the  family.  I felt sad because I thought that if my mother had not gone away when this brother was younger, things would have been different.",sadness
"When I fell in love with \X\"".  Overnight I felt confidence, self-esteem,    responsible and worthwhile.""",joy
 I guess you are right.But what shall we do ? I don't feel like sitting at home . ,neutral
 Why not ? ,neutral
"Delighted to be taken for another ride in another car , the little boy chuckled . ",joy
Thank you you guys for all the support we will be playing at either 3 45 or 5 so come watch your favorite team ,fear
My being admitted to university.,joy
Before taking an exam.,fear
" Nice meeting you , too . ",joy
When my dad passed away.,sadness
I was anxious to find out what the sellers had to say about my counter-offer . ,anger
In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources.,anger
When someone threw a firecracker into my room at 7:00 am in the morning.,anger
Cigarette ? ,neutral
 3 weeks ,neutral
In the dark an unreal figure formed by a shadow.,fear
" Well , who all is going to be there ? ",neutral
@TooCrazyFox Most people the #blacksheep and also #scared of their shadows! One who lurks in the darkness is a mystery!,fear
I'm afraid of the darkness . ,fear
